index,published,topic,term,domain,language,valid,de,title,description,en,la,url,image,archive,content,quote,added,feed,country,ipcc,continent
2949f89e0b5317d80ed846cd3bddcac8,2026-07-01T12:56:18Z,Wildfire,лесной пожар в калужской области,pikabu.ru,ru,0.3,"Hütte in der Taiga. Die allererste Reise. In dieser Geschichte erzähle ich euch, wie ich mich vor Zecken schütze, wie ich völlig zufällig einen tollen Ort gefunden habe und gleichzeitig Spuren eines Bären gefunden habe.
Und ein wenig vorausschauend füge ich auf Wunsch ein Video mit einem Überblick über die Hütte von innen hinzu, gefilmt für Nikitas Corefan. Das ist Anfang Oktober 2024...",Избушка в тайге. Самая первая поездка,"В этой истории расскажу, как защищаюсь от клещей, как совершенно случайно нашёл отличное место, а заодно нашёл следы медведя.
И немного забегая вперёд, по просьбам добавляю видео с обзором избушки изнутри, снимал для корефана Никиты. Это начало октября 2024 …","Hut in the taiga. The very first trip. In this story I’ll tell you how I protect myself from ticks, how I completely accidentally found a great place, and at the same time found traces of a bear.
And looking ahead a little, at the request, I’m adding a video with an overview of the hut from the inside, filmed for Nikita’s corefan. This is the beginning of October 2024...","Casa in taiga. Primum iter ipsum. In hac fabula narrabo tibi quomodo me ab ricinis tueor, quomodo magnum locum penitus inveni, et simul ursi vestigia inveni.
Et paululum prospicio, rogante, video video cum contemplatione casae ab intus, filmed pro Nikita's corefan. Hoc est initium mensis Octobris anno MMXXIV.",https://pikabu.ru/story/izbushka_v_tayge_samaya_pervaya_poezdka_14112119,https://cs18.pikabu.ru/s/2026/06/28/09/5gabfq6w_s.jpg,,", , .
 , , . 2024 , , . ,  , , . - , , .
 2023 : , +10, , , 2*3, 15, , , , . . , .
 3 , 3 - .
 , , , - , , . , 
, 
, . .
 - , , , . , .
.
, , , . .
 , , , .
.
. - . .
, 
, , , , . , 12,… [+336 chars]",,2026-07-03 04:06:34+00:00,wmo,Russia,ESB,Europe
1b304f6330d4213442ab325d0882cfe9,2026-07-01T04:03:19Z,Heat Wave,жара в москве,news.mail.ru,ru,0.7,"Hitze in Moskau: Welche Temperatur sollte es am Arbeitsplatz haben und wann sollte man um eine Verkürzung des Tages bitten. Eine stickige Büroumgebung kann nicht nur Ihre Produktivität, sondern auch Ihre Gesundheit gefährden. Und die Hitze ist ein Grund für ein ernsthaftes Gespräch mit den Behörden. Life.ru untersucht, welche Temperatur im Arbeitsbereich herrschen sollte und wann Sie aufgrund der Hitze einen kürzeren Tag fordern können.",Жара в Москве: Какая температура должна быть на рабочем месте и когда просить сократить день,"Духота в офисе может поставить под удар не только продуктивность, но и здоровье. И жара — это повод для серьёзного разговора с начальством. Life.ru разбирает, какая температура должна быть в рабочем помещении и когда можно требовать сокращения дня из-за жары.","Heat in Moscow: What temperature should it be in the workplace and when to ask to shorten the day. A stuffy office environment can jeopardize not only your productivity, but also your health. And the heat is a reason for a serious conversation with the authorities. Life.ru looks at what temperature should be in the work area and when you can demand a shorter day due to the heat.","Calor Moscuae: Qualis temperies debet esse in fabrica et quando postulet ut diem minuat. Ambitus officium stuffy officiendi non solum fructus tuos, sed etiam valetudinem tuam periclitari potest. Causa et calor gravis colloquii cum auctoribus est. Life.ru spectat quid sit temperatura in opere regio et cum breviorem diem ob aestum exigere possis.",https://news.mail.ru/society/71470109/,https://resizer.mail.ru/p/0150adba-4b5f-5e07-96a2-91380327476c/AQAGRzjASTJnj-bK3ci2PU2c3_LBxdjucjgz5zPF5KfWRdARQlKHO2Bk5nOHQGTCHYGDuZipfT1GOa_AHeyw7mS_UPE.png,,",    —   .       ,       . ,   ,     ,      ,     .   -  ,   !   .
  , ,      .   ,   ,     .       ,   ? ,   ,     . Life.ru ,   ,  ,     -  .
1.2.3685−21.   : , ,    .   , ,      .
   I  I.  I  … [+341 chars]",,2026-07-04 11:45:38+00:00,wmo,Russia,ESB,Europe
cba91852cef14d0f2a10f4d31be7b221,2026-07-01T04:32:59Z,Heat Wave,жара в москве,lenta.ru,ru,0.7,"Die Moskauer wurden vor 30 Grad Hitze gewarnt. Am Mittwoch, 1. Juli, herrscht in Moskau eine Hitze von 30 Grad. Die Chefspezialistin des Meteorologiebüros der Hauptstadt, Tatyana Pozdnyakova, warnte die Einwohner der Hauptstadt davor, ihre Worte werden von RIA Novosti berichtet",Москвичей предупредили о 30-градусной жаре,"В среду, 1 июля, в Москве наступит 30-градусная жара. Об этом предупредила жителей столицы главный специалист столичного метеобюро Татьяна Позднякова, ее слова передает РИА Новости","Muscovites were warned about 30-degree heat. On Wednesday, July 1, Moscow will experience 30-degree heat. The chief specialist of the capital's meteorological bureau, Tatyana Pozdnyakova, warned residents of the capital about this, her words are reported by RIA Novosti","Moscovitae moniti sunt circa 30-gradum caloris. Die Mercurii, I mensis Iulii, Moscuae triginta gradus caloris experietur. Princeps specialist meteorologicum bureau Tatyana Pozdnyakova capitalis, incolas capitis de hoc monuit, eius verba per RIA Novosti relata sunt.",https://lenta.ru/news/2026/07/01/moskvichey-predupredili-o-30-gradusnoy-zhare/,https://icdn.lenta.ru/images/2026/07/01/07/20260701073416442/share_eb1063d2569b4839f4ccff20a0c67b7e.jpg,,", 1 , 30- . , .
 , , 2 . 30 . - , .
 40- , , , .
 «» . , 4 5 . : 25 , 15-17 10-13 , .",,2026-07-04 11:45:38+00:00,wmo,Russia,ESB,Europe
20a7feff190db053da1f864746593138,2026-07-01T16:54:17Z,Heat Wave,жара в россии,www.youtube.com,ru,0.7,"Chodorkowski LIVE: ⚡️NEWS | Evakuierung in der Stadt Moskau | GRENZWERTE FÜR BENZIN IN GANZ RUSSLAND | APU-Drohnenangriffe | HITZE (07.01.2026). Hauptnachrichten vom 1. Juli:
- Benzinbeschränkungen in ganz Russland.
- Im Federation Tower in der Stadt Moskau wurde eine Evakuierung angekündigt. 
- Angriff auf Pensa: Der Generalstab der ukrainischen Streitkräfte bestätigte einen Angriff auf das Forschungsinstitut für physikalische Messungen, dort brach ein Feuer aus.
- Außerdem trafen Drohnen der ukrainischen Streitkräfte die Ölraffinerie in Ufa, mit...",Ходорковский LIVE: ⚡️НОВОСТИ | ЭВАКУАЦИЯ В МОСКВА-СИТИ | ЛИМИТЫ НА БЕНЗИН ПО ВСЕЙ РОССИИ | УДАРЫ ДРОНОВ ВСУ | ЖАРА (2026-01-07),"Главные новости 1 июля:
- Лимиты на бензин по всей России.
- В башне Федерация в Москва-сити была объявлена эвакуация. 
- Атака на Пензу: генштаб ВСУ подтвердил попадание по НИИ физических измерений, там возник пожар.
- Также дроны ВСУ ударили по НПЗ в Уфе, с…","Khodorkovsky LIVE: ⚡️NEWS | EVACUATION IN MOSCOW CITY | LIMITS ON GASOLINE ACROSS RUSSIA | APU DRONE STRIKES | HEAT (2026-01-07). Main news on July 1:
- Limits on gasoline throughout Russia.
- An evacuation was announced at the Federation Tower in Moscow City. 
- Attack on Penza: the General Staff of the Ukrainian Armed Forces confirmed a hit on the Research Institute of Physical Measurements, a fire broke out there.
- Also, drones of the Ukrainian Armed Forces hit the oil refinery in Ufa, with...","Khodorkovsky LIVE: ⚡️NEWS | EVACUATION IN URBE MOSCOW | TERMINIS DE GASOLINE PER RUSSIA | APU DRONE STREKES | HEAT (2026-01-07). Praecipuum nuntium die I Iulii;
— Limites gasoline per Russiam.
- Nuntiata est evacuatio apud Turrim Foederationis in urbe Moscuae. 
- Impetum in Penza: Staff Generalis Virium armatorum Ucrainae confirmavit ictus in Research Instituto Mensurae Physicae, ignis ibi exarsit.
- Etiam, fuci copiae armatae Ucrainae oleum conflatorio in Ufa percusserunt, cum ...",https://www.youtube.com/supported_browsers?next_url=https://www.youtube.com/watch%3Fv%3DnP4KWkKn94g,,,"Your browser isnt supported anymore. Update it to get the best YouTube experience and our latest features. Learn more
Remind me later",,2026-07-04 11:45:38+00:00,wmo,Russia,ESB,Europe
d4f27786e19e23fec5a65fc1c38649f8,2026-07-01T14:10:14Z,Storm,гроза в Москве,vz.ru,ru,0.8,"Meteorologe Pozdnyakova sagte das Ende der Hitze und des Regens in Moskau voraus. In der Hauptstadtregion wird ein allmählicher Rückgang der Lufttemperatur erwartet, der mit kurzfristigen Niederschlägen und gelegentlichen Gewittern einhergeht, sagten Prognostiker. Die Hitze werde in den kommenden Tagen beginnen, die Hauptstadt zu verlassen, schreibt RT unter Berufung auf einen führenden Informationsspezialisten...",Синоптик Позднякова спрогнозировала уход жары и дожди в Москве,"В столичном регионе ожидается постепенное снижение температуры воздуха, которое будет сопровождаться кратковременными осадками и местами грозами, сообщили синоптики. Жара начнет покидать столицу в ближайшие дни, пишет RT со ссылкой на ведущего специалиста инф…","Forecaster Pozdnyakova predicted the end of the heat and rain in Moscow. In the capital region, a gradual decrease in air temperature is expected, which will be accompanied by short-term precipitation and occasional thunderstorms, forecasters said. The heat will begin to leave the capital in the coming days, writes RT with reference to a leading information specialist...","Vatem Pozdnyakova praedixit finem caloris et pluviae Moscuae. In regione capitali, paulatim decrementum temperaturae aeris expectatur, quae cum brevi tempore praecipitatio et procellis occasionalibus et tempestatibus vadis comitabitur dixit. Calor incipiet excedere capitale in diebus venientibus, scribit RT cum principali informatione speciali...",https://vz.ru/news/2026/7/1/1431623.html#text,https://img.vz.ru/upimg/soc/soc_1431623.png,,", RT «» . , .
 , 18 20 , 2527 . . « , », .
 15 16 , 23 25 . 15 , 2224 . , , 18 23 .
 , - . 
   . «» .",,2026-07-04 11:45:38+00:00,wmo,Russia,ESB,Europe
ee12246580ed0a2ce4433738a9c71cb3,2026-07-01T13:07:09Z,Heat Wave,жара в россии,rg.ru,ru,0.7,"Die Russen erzählten, wie sie der Hitze entkommen konnten. Mehrere Regionen Russlands waren von ungewöhnlicher Hitze betroffen. Die Bewohner des Landes gaben in einer Umfrage zu, dass ihnen dieses Wetter nicht wirklich gefällt und sie mit allen Mitteln versuchen, ihm zu entkommen.","Россияне рассказали, как спасаются в жару","Ряд регионов России накрыла аномальная жара. Жители страны в опросе признались, что не очень любят такую погоду и всячески пытаются от нее спастись.",The Russians told how they escape in the heat. A number of regions of Russia were covered by abnormal heat. Residents of the country admitted in a survey that they do not really like this weather and are trying in every possible way to escape from it.,Russi nuntiaverunt quomodo aestu evaserint. Aliquot Russiae regiones calore abnormalibus tegebant. Residentes regionis in lustratione admittendae se non re vera tempestatem similem esse et omni modo effugere conantur.,https://rg.ru/2026/07/01/rossiiane-rasskazali-kak-spasaiutsia-v-zharu.html,https://cdnstatic.rg.ru/images/rg-social-dummy-logo-650x360.jpg,,"- . 34% . , , - , , .
 - 21%. 9% . 4% """".
 32% , - , .
KP.Ru, 1,1 .
 """" , .",,2026-07-05 16:18:35+00:00,wmo,Russia,ESB,Europe
b5def65eedc4583adbabb3ace45c5741,2026-07-01T09:18:28Z,Heat Wave,жара в россии,pogoda.mail.ru,ru,0.7,"Prognostiker sagten den Russen für diese Woche Wetterschwankungen voraus. Wir verraten Ihnen, welches Wetter in den Regionen Russlands vom 1. bis 5. Juli 2026 zu erwarten ist. Prognose: Wo die Hitze kommt und wo es regnen wird.",Синоптики пообещали россиянам погодные качели на неделе,"Рассказываем, какая погода ожидается в регионах России с 1 по 5 июля 2026. Прогноз: куда придет жара, а где пройдут дожди.","Forecasters promised the Russians weather swings this week. We tell you what weather is expected in the regions of Russia from July 1 to July 5, 2026. Forecast: where the heat will come and where it will rain.",Praetores polliciti sunt Russos hac septimana tempestates avertit. Dicimus vobis quanta tempestas expectetur in regionibus Russiae ab die 1 mensis Iulii ad diem 5 Iulii 2026. Praedictio: ubi calor veniet et ubi pluet.,https://pogoda.mail.ru/news/71471837/,https://resizer.mail.ru/p/e7fafa18-4912-5be3-9d8e-7d8dc8c93506/AQAGsw1f1PlzUqa2QBg7lBHyyuaatU3K-Yi-ofgHNsMJTmWIjcBdhWedv0OMNibrPIZB0Ggue7xrZnlkDrcwG1rqOyY.jpg,,".     +28 °C,     .  :  , 3 , ,    ,    +20 °C  +24 °C.",,2026-07-06 04:37:36+00:00,wmo,Russia,ESB,Europe
944291221c280cbdabf0649b5c8a6c70,2026-07-03T07:06:37Z,Heat Wave,жара в россии,www.ixbt.com,ru,0.7,"Die Hitze in Europa beträgt 40 Grad. Woraus man ein Haus baut, damit man dort im Sommer angenehm kühl wohnen kann. Unter heißen Bedingungen
In diesem Jahr erreicht die Temperatur in Europa 40 Grad, das ist möglich
anzunehmen, dass auch das Zentrum Russlands in naher Zukunft zu einem schwächenden Ort werden wird
heiße Sommersaison. Niemand aus...Weiterlesen","Жара в Европе 40 градусов. Из чего строить дом, чтобы летом там жить в комфортной прохладе","В условиях жары
этого года в Европе, года, температура достигает 40 градусов, можно
предположить, что центр России в ближайшее времена тоже станет местом изнуряющее
жарких летних сезонов. Никто от...Читать дальше","The heat in Europe is 40 degrees. What to build a house from so that you can live comfortably cool there in the summer. In hot conditions
this year in Europe, the temperature reaches 40 degrees, you can
to assume that the center of Russia in the near future will also become a debilitating place
hot summer seasons. Nobody from...Read more","Calor in Europa est 40 gradus. Quae domum edificant, ut ibi aestate refrigerari commode possis. In calidum conditionibus
Hoc anno in Europa temperatura 40 gradus attingere potes
assumere centrum Russiae in proximo futurum etiam locum debilitatem fieri
calidis aestatis temporibus. Nemo ex... Read more",https://www.ixbt.com/live/offtopic/zhara-v-evrope-40-gradusov-iz-chego-stroit-dom-chtoby-letom-tam-zhit-v-komfortnoy-prohlade.html,https://img.ixbt.site/live/topics/preview/00/15/84/34/7cbe662143.png,,", , 40 , 
, 
 . .
( , 
 ). , 
 , 7-10 , .
—  . 
 . 
() () (
 , , , ) 
 (), . ,
 .
, 
 , , 
 , 
 , , 
 .
, ,
 .
, 
 . , 
 . , 640
 380 .
380 ( ) 
 = 0,47
/(·°).
 — R = / ,  —… [+746 chars]",,2026-07-06 04:37:36+00:00,wmo,Russia,ESB,Europe
2a5cdc2d55e10ff3a082e3fee70b22ab,2026-07-03T08:48:48Z,Heat Wave,жара в россии,pogoda.mail.ru,ru,0.7,"35 Grad Hitze werden heute einen Teil Russlands treffen. Wir sagen Ihnen, welches Wetter in den Regionen Russlands am 3. Juli 2026 erwartet wird. Vorhersage für Freitag, wo die Hitze 35 Grad erreichen wird, wo es zu regnen beginnt und wo Hagel möglich ist.",35-градусная жара сегодня овладеет частью России,"Рассказываем, какая погода ожидается в регионах России 3 июля 2026. Прогноз на пятницу, куда придет 35-градусная жара, где начнут идти дожди, где возможен град.","35-degree heat will hit part of Russia today. We tell you what weather is expected in the regions of Russia on July 3, 2026. Forecast for Friday, where the heat will reach 35 degrees, where it will begin to rain, where hail is possible.","35-gradus caloris partem Russiae hodie feriet. Dicimus vobis quanta tempestas expectetur in regionibus Russiae die 3 mensis Iulii anno 2026. Praedictio Veneris, ubi calor 35 gradus pervenerit, ubi pluere incipiet, ubi grando fieri potest.",https://pogoda.mail.ru/news/71500014/,https://resizer.mail.ru/p/51d15665-cffa-5689-af57-3fb8a5d7e4db/AAAGwky5r_oxHXlxBJW1TTELB99txrlBiwIu6HLTJGdBZybujWm05Nv7gAkXCEAQAFN-WywmwNN1E0Gy-uB0qPb35q8.jpg,,", 3 , . , ,  ,  +35 °. . 30-    .   .   , .
  .  ,   +30°.     , 4 , .   ,   .        .   — +27°,   — +30°.
  ,   .     +23°,   — +22°,   — +25°,   — +27°.
   .    +25°.   :   — +31°,   — +32°,   … [+8 chars]",,2026-07-06 04:37:36+00:00,wmo,Russia,ESB,Europe
0b7cb43e35cb707723bb316ffe56cae8,2026-07-03T13:02:16Z,Thunderstorm,гроза в россии,iz.ru,ru,0.7,"Bis zum Morgen des 4. Juli wird in der Region Moskau mit Regen mit Gewittern und verstärktem Wind gerechnet. Von Freitagabend bis Samstagmorgen, dem 4. Juli, werden in der Region Moskau Regen, Gewitter, Hagel und Windgeschwindigkeiten von bis zu 17 m/s erwartet. Der Pressedienst des russischen Katastrophenschutzministeriums für die Region meldete dies am 3. Juli. „Laut der Wettervorhersage der föderalen Staatshaushaltsinstitution „Zentrale ...",Дождь с грозой и усиление ветра ожидаются в Подмосковье до утра 4 июля,"Дождь, гроза, град и ветер до 17 м/с ожидаются в Подмосковье с вечера пятницы до утра субботы, 4 июля. Об этом пресс-служба управления МЧС России по региону сообщила 3 июля.«Согласно прогнозу погоды федерального государственного бюджетного учреждения «Централ…","Rain with thunderstorms and increased wind are expected in the Moscow region until the morning of July 4th. Rain, thunderstorm, hail and wind up to 17 m/s are expected in the Moscow region from Friday evening to Saturday morning, July 4. The press service of the Russian Ministry of Emergency Situations for the region reported this on July 3. “According to the weather forecast of the federal state budgetary institution “Central ...","Pluviae cum procellis et venti auctis exspectantur in regione Mosquae usque ad mane 4 mensis Iulii. Pluviis, tonitrui, grando et venti usque ad diem 17 m/s exspectantur in regione Moscuensi a vespere Veneris usque ad mane Saturni, Iulias 4. Ministerium diurnariis Russorum Ministerii Emergency Situationis regioni hoc die 3. Iulii nuntiaverunt “Secundum tempestatem praenuntiationem institutionis oeconomicae status foederati “Centralis ...",https://iz.ru/2126533/2026-07-03/dozhd-s-grozoi-i-usilenie-vetra-ozhidaiutsia-v-podmoskove-do-utra-4-iiulia,http://cdn.iz.ru/sites/default/files/styles/900x506/public/news-2026-07/DK108591%20copy%202.jpg?itok=ZtMAR8rb,,", , 17 / , 4 . - 3 .
« « », 18:00 3 10:00 4 , , , », «».
 .
 4 5 +18 +23 , « 24».
 , 4 , . +23 , +19 . - , 3 /.
 , 2 2026 , 360.ru.",,2026-07-07 04:15:26+00:00,wmo,Russia,ESB,Europe
